price,bed,bath,sqft,addr,desc,info
"$2,699,999",5,6,"4,791","3218 Andres Rd, Nanaimo, BC, V9R 6X2","Distinctive 17.28-acre equestrian estate situated in the North Jingle Pot area of Nanaimo. The main residence offers 3600 sqft of elegant living space with 3 bedrooms & 3.5 baths plus triple car garage. The main foyer of the home provides entry into a formal living room, formal dining room & the kitchen with rich cabinetry, an abundance of counters & cabinets, & equipped with a sizable bar adjacent to the family room with fireplace. To complete the main level is a sitting room, laundry room & 1.5 baths. The upper floor has 3 bedrooms, of which one is attached to the primary bedroom. The primary suite is very spacious and equipped with a generous walk-in closet with custom cabinetry, ensuite with soaker tub & walk in shower. The property has various buildings including a caretaker’s cottage, 4500 sq ft dairy barn, 3500 sqft Stables/workshop/storage building with 1800 sqft hay loft & a 2 bed 1 bath mobile home. This is truly a one-of-a-kind rural, multi-acre property. Measurements approx","{'Property Tax': '$3,747 (2022)', 'Last Updated': 'Tue, June 13, 2023', 'MLS® #': '934489', 'Date Listed': 'Jun 13, 2023', 'Property Type': 'Single Family', 'Square Footage': '4,791 SQFT', 'Rooms': '29', 'Heating': 'Electric, Forced Air, Heat Pump', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Crawl Space', 'Flooring': 'Mixed', 'Area': 'Nanaimo', 'Roof': 'Fibreglass Shingle', 'Sewer': 'Septic System', 'Parking Features': 'Additional Parking, Driveway, Garage Triple, RV Access/Parking', 'Fireplace Features': 'Gas, Propane', 'Exterior Features': 'Balcony/Deck, Balcony/Patio, Fenced, Security System, Sprinkler System'}"
"$1,100,000",6,4,"2,998","909 Howard Ave, Nanaimo, BC, V9R 3T4","Come and see this versatile layout of this newly constructed residence at the top of Howard ave overlooking the city below. There is a large 2 bed/ 1 bath legal suite on the lower level with another bedroom/ full bathroom and its own covered entrance thats another great office guest space completely set aside from your main living. The upper main level is completely open with a massive great room, central gas fireplace overlooking the extensive glazing and exterior deck space for a complete in/out living experience. The kitchen and dining area are set off to the side of the open space with a large island full of storage and acting as a central meeting spot for the whole family througout the day/night. All of the main bedrooms are stationed in the optimal locations for the least amount of shared walls. The primary suite is private and large w/ a massive ensuite, double sinks & walk in shower & walk in closet. The remaining 2 bedooms have lots of natural light & share the 4 pce bath","{'Property Tax': 'N/A', 'Last Updated': 'Mon, July 31, 2023', 'MLS® #': '937522', 'Date Listed': 'Jul 12, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,998 SQFT', 'Rooms': '18', 'Heating': 'Forced Air, Natural Gas', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Finished, Full', 'Flooring': 'Mixed', 'Area': 'Nanaimo', 'Roof': 'Fibreglass Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Garage Double', 'Fireplace Features': 'Gas', 'Exterior Features': 'Balcony/Patio, Fencing: Partial, Low Maintenance Yard', 'Building Features': 'Transit Nearby'}"
"$600,000",3,1,"1,080","280 Juniper St, Nanaimo, BC, V9S 1X4","This property is a diamond in the rough, waiting for the right buyer to transform it into something truly extraordinary. With its proximity to the waterfront, unbeatable location near all conveniences, the presence of hardwood floors waiting to be unveiled, a shop for added functionality, and a corner lot providing space and privacy, this home has all the makings of a remarkable investment opportunity. Whether you're a seasoned investor or a homebuyer with a vision, seize this chance to unlock the true potential of this incredible property.","{'Property Tax': '$3,149 (2022)', 'Last Updated': 'Tue, July 25, 2023', 'MLS® #': '937676', 'Date Listed': 'Jul 17, 2023', 'Property Type': 'Single Family', 'Square Footage': '1,080 SQFT', 'Rooms': '8', 'Heating': 'Electric, Wood', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Crawl Space', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Carport, Driveway', 'Fireplace Features': 'Wood Burning Stove'}"
"$493,000",1,bath,727,"503-119 Haliburton St, Nanaimo, BC, V9R 4V9","Be a part of something exciting. This is a top-floor ocean-facing apartment that is part of the Harbourview District. Designed with walkability in mind, this is located within walking distance to downtown amenities. Helijet and float plane terminals are close by if your work takes you to Vancouver. This is a master-planned community that is changing the landscape of downtown Nanaimo. Unwind at the end of the day and take in the ocean vista on your deck. This one-bedroom condo is currently tenanted if you are looking for an investment or are not quite ready to move in yourself.","{'Property Tax': '$2,373 (2022)', 'Last Updated': 'Fri, May 26, 2023', 'MLS® #': '932591', 'Date Listed': 'May 24, 2023', 'Property Type': 'Condo', 'Square Footage': '727 SQFT', 'Subdivision': 'Outlook36', 'Rooms': '6', 'Heating': 'Baseboard, Electric', 'Pet Policy': 'Aquariums, Birds, Cats OK, Dogs OK', 'Stories': '5', 'Area': 'Nanaimo', 'Sewer': 'Sewer Connected', 'Parking Features': 'Underground'}"
"$2,075,000",4,6,"4,369","5345 Smokey Cres, Nanaimo, BC, V9T 5R6","Beautiful views and a 2.5-acre city park as backyard, this custom-built residence boasts 4369 sf of living space on 3 levels. With two decks to optimize views to the Winchelsea Islands and magnificent sunsets; another deck out back and patios to sit and enjoy the serenity of surrounding parkland. The living room has breathtaking 18’ ceilings, floor-to-ceiling windows, gas fireplace, and engineered hardwood floors as well as a large island, Thermador appliances, and adjoining pantry with gas/220 rough-in in kitchen. This level also has a den with slider onto the rear patio. Four extraordinary bedrooms on the main and upper level, each with opulent ensuites. The lower level features a media room, 2-piece bathroom, & garage access. Walking distance to an excellent elementary and high school, Lost Lake & Linley Valley parks. Heat pump, two hot water on-demand units, two laundry rooms, & new epoxy surface on garage floor. All measurements are approximate and should be verified if important","{'Property Tax': '$10,569 (2022)', 'Last Updated': 'Wed, July 26, 2023', 'MLS® #': '936507', 'Date Listed': 'Jul 11, 2023', 'Property Type': 'Single Family', 'Square Footage': '4,369 SQFT', 'Rooms': '21', 'Heating': 'Electric, Forced Air, Heat Pump, Natural Gas', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Stories': '3', 'Basement': 'Finished, Full', 'Area': 'Nanaimo', 'Roof': 'Fibreglass Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Garage Double', 'Fireplace Features': 'Gas'}"
"$444,000",1,bath,791,"116-555 Franklyn St, Nanaimo, BC, V9R 2X9","The Vivo in Old City, Nanaimo stands solid, crafted with concrete, steel, and glass. The neighbourhood, vibrant and full of life, extends its amenities at a convenient arm's length: shops, restaurants, parks, the seawall that skirts the harbour, seaplanes, theatres, and bus routes. Everything in reach, making life a little simpler, a bit more connected. Inside, you're met with a high ceiling, standing tall at 12’. It, along with the generous windows, stretches the space, making it seem larger, and more open than the square footage might have you believe. The townhouse, with polished concrete floors, a modern kitchen, and track lighting, is a testament to the beat of urban life. A unique advantage, this condo offers direct access to the street, eliminating the modern hassle of buzzing visitors in. As for cost, it provides an honest opportunity for the first-time buyer, a foot in the door of the market. For the seasoned investor, it holds its appeal in the absence of rental restrictions.","{'Property Tax': '$2,211 (2022)', 'Last Updated': 'Sat, July 15, 2023', 'MLS® #': '935375', 'Date Listed': 'Jun 21, 2023', 'Property Type': 'Condo/Townhome', 'Square Footage': '791 SQFT', 'Subdivision': 'Vivo', 'Rooms': '5', 'Heating': 'Baseboard, Electric', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK, Number Limit, Size Limit', 'Stories': '4', 'Area': 'Nanaimo', 'Sewer': 'Sewer Connected', 'Parking Features': 'On Street', 'Exterior Features': 'Balcony/Patio', 'Building Features': 'Fire Sprinklers, Transit Nearby'}"
"$619,000",5,2,"2,008","119 Adams Ave, Nanaimo, BC, V9S 4R3","Discover a unique opportunity to own a half duplex with an income suite, offering the best of both worlds. This property features two self-contained suites, all under one strata title. Live comfortably in the spacious 3-bedroom, 1-bathroom upstairs suite, while the 2-bedroom, 1-bathroom downstairs suite helps pay off your mortgage. Currently fully tenanted, this is an excellent revenue-generating property. Looking for even more income? There's an option to purchase the other half, offering an identical layout and two additional dwellings. All of the exterior maintenance is taken care of for you, Located in a central area with convenient access to shopping and just a stone's throw away from beautiful Bowen Park. All measurements are approximate and should be verified if important. Other side of duplex listed at MLS#932472","{'Property Tax': '$3,299 (2022)', 'Last Updated': 'Fri, July 21, 2023', 'MLS® #': '932476', 'Date Listed': 'May 31, 2023', 'Property Type': 'Townhome', 'Square Footage': '2,008 SQFT', 'Rooms': '13', 'Heating': 'Baseboard, Electric', 'Pet Policy': 'No', 'Stories': '2', 'Flooring': 'Mixed', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Additional Parking, Driveway, Open', 'Fireplace Features': 'Wood Burning'}"
"$1,249,500",2,2,"1,078","3137 Northwood Rd, Nanaimo, BC, V9R 7C7","Nestled above Benson Meadows & located on 5.36 acres with breathtaking views of Nanaimo, the Georgia Strait & the Vancouver Cityscape in the distance, this dream retreat offers unrivaled mountain lifestyle. The extraordinary 1078 SQFT cottage was recently built to exacting standards & can be used as a source of rental income or as refuge while you build your dream home perched high on a rock promontory that overlooks the vista below. The cottage features 2 bedrooms, air conditioning, a loft and a Great Room that is designed for entertaining or simply hanging out away from the madness of urban life. Expansive patios & sublime privacy add to the magic of this mountain aerie. The relatively level lot provides space for a myriad of possibilities such as room for horses, creation of mountain bike trails or purely the privacy to nature bathe on your very own private land. This is truly one of Nanaimo’s most enchanting estates. The sellers will contribute $10,000 towards driveway improvements","{'Property Tax': '$3,537 (2022)', 'Last Updated': 'Thu, June 22, 2023', 'MLS® #': '935133', 'Date Listed': 'Jun 16, 2023', 'Property Type': 'Single Family', 'Square Footage': '1,078 SQFT', 'Rooms': '9', 'Heating': 'Baseboard, Heat Pump', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Crawl Space', 'Flooring': 'Laminate', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Septic System', 'Parking Features': 'Open', 'Fireplace Features': 'Propane'}"
"$589,900",2,1,967,"1439 Princess Royal Ave, Nanaimo, BC, V9S 3Z8","Ocean View Rancher located in popular Brechin Hill. Here is a fantastic opportunity to own this 2 bedroom home located on a large lot with alley access and possible carriage home potential. This home has maintained its yesteryears charm with a nice balance of updating and original features including an updated kitchen with modern shaker style cabinetry, updated with bathroom with glass shower door, new high efficiency gas furnace, refinished inlaid hardwood flooring and original coved ceilings with plaster walls. The front deck is accessed directly off the living room and features awe inspiring ocean views over Departure Bay and Newcastle Channel. The lower level features a 7 foot high crawl space and could easily be used as a workshop or storage. Idealy located with close proximity to shopping, schools, transportation and ocean front walkways. All measurements are approximate & should be verified if important.","{'Property Tax': '$3,287 (2022)', 'Last Updated': 'Thu, July 13, 2023', 'MLS® #': '937226', 'Date Listed': 'Jul 11, 2023', 'Property Type': 'Single Family', 'Square Footage': '967 SQFT', 'Rooms': '6', 'Heating': 'Forced Air, Natural Gas', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Not Full Height', 'Flooring': 'Hardwood', 'Area': 'Nanaimo', 'Roof': 'Fibreglass Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Open', 'Exterior Features': 'Balcony/Deck, Low Maintenance Yard'}"
"$425,000",2,2,"1,431","47-2301 Arbot Rd, Nanaimo, BC, V9R 5K3","Located in popular Wish-Sha Mobile Home Park and only minutes away from Westwood Lake lies this immaculate 1431 sq ft home offering 2 bedrooms, 2 bathrooms and beautiful ocean views. Inside you will discover a wonderful floor plan with vaulted ceilings. The formal living room features built-in shelving units and abundant windows. The family room has a cozy fireplace and is complemented by a large picture window framing the distant ocean views. At the center of this home is a spacious kitchen and formal dining room, ideal for culinary adventures and hosting memorable gatherings with your loved ones. The primary bedroom includes a walk-in closet and full 4-piece ensuite bathroom. Outside you will enjoy a low maintenance yard and private patio with a water feature. There are also two outbuildings. One is a 254 sq ft garage/workshop.  The other is a 12’x14’ storage shed both with power offering a place to pursue your hobbies as well providing you with extra storage space. 55+ and no pets","{'Property Tax': '$2,139 (2022)', 'Last Updated': 'Thu, July 27, 2023', 'MLS® #': '931885', 'Date Listed': 'May 16, 2023', 'Property Type': 'Single Family', 'Square Footage': '1,431 SQFT', 'Rooms': '9', 'Heating': 'Electric, Forced Air', 'Pet Policy': 'No', 'Basement': 'None', 'Flooring': 'Mixed', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Carport, Garage', 'Fireplace Features': 'Electric', 'Exterior Features': 'Low Maintenance Yard, Sprinkler System, Water Feature'}"
"$189,000",0,0,Land,"108 Herring Hts, Mudge Island, BC, V0R 1X6","South facing .79 acre lot on the sunny side of Mudge Island. Choose from several level plateaus for
building. The mix of mature Douglas Fir trees and Arbutus make for a beautiful natural setting.
Trees could be selectively cut to maximize sunshine, views of water,
mountains, and Round Island. From this lot, it is only a 5 minute walk to a quiet beach, via a
short but steep trail down Herring Heights.
Build your dream cabin. Easily connect to power and high speed internet. Hydro runs alongside the
road at the lot line. Water is available at a shared public well just a few steps away, or drill
your own well on the property.
This lot has never been developed, but the GST has already been paid by previous owner. There is no
BC Ferry service to Mudge Island, Which can only be accessed by private boat via Gabriola Ferry,
and it is 5 minutes across from Gabriola E1 Verano Boat Launch to Davidson Bay on Mudge Island and
20 minutes from Nanaimo.","{'Property Tax': '$308 (2022)', 'Last Updated': 'Tue, July 25, 2023', 'MLS® #': '938244', 'Date Listed': 'Jul 25, 2023', 'Property Type': 'Vacant Land', 'Rooms': '0', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Area': 'Islands'}"
"$1,255,000",4,3,"3,609","3279 Cordova Bay, Nanaimo, BC, V9T 5X1","**BEAUTIFUL VIEWS & IN-LAW SUITE IN STEPHENSON POINT** This bright, main level entry home located in a desirable neighbourhood has a great floor plan & many recent upgrades (see list) providing plenty of room for a family on the main and upper levels as well as an in-law suite in the full height basement.  Enjoy the views from the comfort of the kitchen, eating nook or breathtaking, southern facing deck.  Snuggle up to the gas fireplace in the cozy family room.  The spacious kitchen features a gas cooktop centre island, eating bar, built in oven, S/S appliances and quartz counters. It also features a 2pc powder room, formal living & dining rooms, an office/den, as well as direct access from the garage. Upstairs you will find an amazing primary suite featuring another gas fireplace, large walk-in closet, ensuite with 2 person jetted tub and separate shower, as well as a private deck.  Downstairs has an oversized laundry room with new washer/dryer, sauna & one bedroom plus den suite.","{'Property Tax': '$6,063 (2022)', 'Last Updated': 'Mon, July 24, 2023', 'MLS® #': '937584', 'Date Listed': 'Jul 24, 2023', 'Property Type': 'Single Family', 'Square Footage': '3,609 SQFT', 'Rooms': '22', 'Heating': 'Forced Air, Heat Pump', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Finished, Full, Walk-Out Access, With Windows', 'Flooring': 'Carpet, Hardwood, Laminate, Tile', 'Area': 'Nanaimo', 'Roof': 'Tile', 'Sewer': 'Sewer Connected', 'Parking Features': 'Driveway, Garage Double', 'Fireplace Features': 'Gas', 'Exterior Features': 'Balcony/Deck, Balcony/Patio, Fencing: Full, Lighting, Sprinkler System, Water Feature'}"
"$499,900",2,1,911,"205-4960 Songbird Pl, Nanaimo, BC, V9T 0H7","Situated only steps from Nanaimo North Town Centre and major bus routes, Songbird Place is a contemporary 63 suite condominium located in a sought after area of Nanaimo. This 2 bedroom and den apartment at Songbird Place offers an open floor plan with 9 ft ceilings, covered balcony, large windows, secured underground parking and thoughtfully designed kitchen with stainless steel appliances. Built with care and attention by one of Nanaimo's most respected builders, Windley Contracting. Rentals allowed and pets allowed with restrictions. Just off Uplands Drive, it is in close proximity to North Town Center, Oliver Woods Community Center, restaurants and North Nanaimo amenities.","{'Property Tax': '$3,004 (2023)', 'Last Updated': 'Thu, July 6, 2023', 'MLS® #': '936606', 'Date Listed': 'Jul 5, 2023', 'Property Type': 'Condo', 'Square Footage': '911 SQFT', 'Subdivision': 'Songbird Place', 'Rooms': '7', 'Heating': 'Baseboard, Electric', 'Pet Policy': 'Cats OK, Dogs OK, Number Limit, Size Limit', 'Stories': '0', 'Flooring': 'Mixed', 'Area': 'Nanaimo', 'Sewer': 'Sewer Connected', 'Parking Features': 'Guest, Underground', 'Exterior Features': 'Balcony, Wheelchair Access', 'Building Features': 'Fire Alarm, Fire Sprinklers, Handicap Facilities, Transit Nearby'}"
"$739,900",4,3,"2,356","2186 Dodds Rd, Nanaimo, BC, V9X 0A4","You asked for a large home with a view and we give you just that. At approximately 2350 sq. ft. and lovely ocean & mountain views this is sure to delight. Has 9 ft. ceilings up & down, so it seems even larger. Boasting 4 ample bedrooms, two big living areas, big deck with glass panels, ground level patio, nice fireplace, an open concept kitchen with island and stainless newer appliances makes this 1/2 duplex the Grand Champ of safe, affordable living. Kids are only a few minutes to school & all the shopping you'll need is a few minutes further. While you are enjoying your morning coffee you can take in the quiet of neighborhood and fantastic ocean and mountain views the deck offers. Main bedroom accommodates King size bed. The 4th bedroom downstairs is next to full bath and good for grandma or student. Large laundry room has extra storage area. Access to back yard through the large Rec room. Double Garage. Priced well below assessment and ""No strata fees"".  Parking for Boat / RV also.","{'Property Tax': '$4,242 (2022)', 'Last Updated': 'Tue, July 25, 2023', 'MLS® #': '936231', 'Date Listed': 'Jul 5, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,356 SQFT', 'Rooms': '15', 'Heating': 'Electric, Heat Pump', 'Pet Policy': 'Aquariums, Birds, Cats OK, Dogs OK', 'Basement': 'Finished', 'Flooring': 'Laminate, Tile', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Attached, Driveway', 'Fireplace Features': 'Electric', 'Exterior Features': 'Balcony/Deck, Balcony/Patio, Fenced'}"
"$369,900",3,1,"1,007","27-211 Buttertubs Pl, Nanaimo, BC, V9R 3X8","Twelve Oaks is an affordable family friendly townhome complex conveniently located just off the Bowen Road corridor where you will find every amenity at your fingertips. We are just minutes to Bowen Park, Buttertubs Marsh & Pryde Vista Golf Course. Just off the bus route you will find easy access to all levels of schools including VIU. Unit 27 is an upper unit spread over 1007 sq ft. This spacious floor plan offers 3 bdrms & 1 bathrm incl. the primary suite that enjoys a sun drenched patio, walk-in closet & ensuite access. The living rm & dining area are a good size and adjoin the kitchen with an open pass through. This unit includes 1 parking space, 1 small dog or cat is permitted & rentals are unrestricted. Recently approved & paid for by the current owners, an exterior update is soon to take place where the windows, patio doors and deck covers will be upgraded. This value packed opportunity is perfect for a first time homebuyer, investor or a growing family. All measurements approx.","{'Property Tax': '$2,008 (2022)', 'Last Updated': 'Sun, July 16, 2023', 'MLS® #': '936206', 'Date Listed': 'Jun 30, 2023', 'Property Type': 'Townhome', 'Square Footage': '1,007 SQFT', 'Subdivision': 'Twelve Oaks', 'Rooms': '8', 'Heating': 'Baseboard, Electric', 'Pet Policy': 'Cats OK, Dogs OK', 'Stories': '2', 'Flooring': 'Mixed', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Open', 'Fireplace Features': 'Electric', 'Exterior Features': 'Balcony/Deck', 'Building Features': 'Transit Nearby'}"
"$679,000",3,2,"1,104","131 Harewood Rd, Nanaimo, BC, V9R 2Y7","Welcome to the University District. This charming single-family rancher is w/in walking distance of groceries, convenances, & all levels of schools. 3Bed 2 Bath 1,104sft fully renovated & improved over the years. Attention to detail w/ updated trim & rounded corners. Energy-efficient w/ added insulation, improved ventilation in the attic, & new windows throughout. Crawlspace has also been well maintained over the years. The kitchen features custom cabinets. Primary bedroom addition completed in 1989. Roof replaced in 2007, & exterior freshly painted in 2020.  Spacious deck w/ custom bench seats, private 8,800sqft corner lot. Fenced yard, garden shed, landscaping, plum tree, grapevine & garden areas for your enjoyment. Garage added in 1994 w/ample parking, storage and 3rd bay added 12 years ago. Additional 30x20 Parking area for Rec vehicles & more. Whether you're a first-time buyer, investor, mechanic, retiree, or downsizer, this well-maintained rancher is ready to welcome you.","{'Property Tax': '$3,525 (2023)', 'Last Updated': 'Mon, July 17, 2023', 'MLS® #': '936596', 'Date Listed': 'Jul 5, 2023', 'Property Type': 'Single Family', 'Square Footage': '1,104 SQFT', 'Rooms': '13', 'Heating': 'Baseboard', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Crawl Space', 'Flooring': 'Carpet, Cork, Tile, Wood', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle, Fibreglass Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Additional Parking, Attached, Garage Triple, RV Access/Parking', 'Exterior Features': 'Balcony/Patio, Fencing: Full, Garden, Low Maintenance Yard', 'Building Features': 'Transit Nearby'}"
"$599,900",2,2,"1,224","6143 Bellflower Way, Nanaimo, BC, V9T 6L2","JUST PERFECT Patio Home....bright and fresh and QUIET, large outdoor patio and spacious interior draws you outside to nature.Conveniently located in North Nanaimo near shops,parks and amenities.Well run strata with beautiful landscaping and spotless homes creates an environment to be proud of calling Home!Large bright rooms, good storage areas, new flooring,fresh paint,vaulted ceilings and skylights add to the natural beauty.All on one floor!Cozy gas fireplace in living room,formal dining area,galley kitchen with flex space for office or hobbies;primary bedroom with ensuite,full sized laundry room next to garage entrance,convenient to drop off your groceries!Two car garage and parking on driveway. Relax on the huge back  patio with partial fencing providing privacy yet connecting to the lovely green space.This home welcomes all who enter and just makes you relax and say, ""Ahhhh!""All data and measurements are approximate and must be verified if important.55+ Community.Small Pet allowed.","{'Property Tax': '$3,335 (2022)', 'Last Updated': 'Thu, July 27, 2023', 'MLS® #': '938191', 'Date Listed': 'Jul 22, 2023', 'Property Type': 'Townhome', 'Square Footage': '1,224 SQFT', 'Subdivision': 'PARKWOOD VILLAGE', 'Rooms': '11', 'Heating': 'Forced Air, Natural Gas', 'Pet Policy': 'Cats OK, Dogs OK, Number Limit, Size Limit', 'Stories': '1', 'Flooring': 'Mixed, Tile, Vinyl', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Driveway, Garage Double', 'Fireplace Features': 'Gas, Living Room'}"
"$339,000",0,0,Land,"164 Pirates Lane, Protection Island, BC, V9R 6R1","Escape city life and claim your spot here on beautiful Protection Island. This level, lightly treed piece of paradise has been prepped with a building site excavated to bedrock, It is serviced by municipal water and sewer. This is one of the highest lots on the island with the potential for second story ocean views. Bordered by parkland on the north side and partially on the east side, it has a peaceful vibe with arbutus, maple and douglas fir trees and it's a short walk to Smugglers Park & Beach, the Sports Court and the Community Garden. Protection Island is a diverse community of families, professionals, artisans and retirees. With its gorgeous waterfront parks and beaches, it offers true island life. Downtown Nanaimo is an easy 10 minute boat ride away. Connect to other major cities via Harbour Air Seaplanes, Helijet, BC Ferries and the Nanaimo Airport. Protection Island is exempt from BC's Speculation Tax.","{'Property Tax': '$1,412 (2022)', 'Last Updated': 'Mon, March 27, 2023', 'MLS® #': '927491', 'Date Listed': 'Mar 27, 2023', 'Property Type': 'Vacant Land', 'Rooms': '0', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Area': 'Islands', 'Sewer': 'Sewer Available'}"
"$799,900",4,2,"2,213","1528 White Rd, Nanaimo, BC, V9X 1N2","Welcome to your dream retreat just outside Nanaimo! This property sprawls over 1.58 acres! The main house boasts 3 bedrooms and 1 bathroom, providing ample space for your family. Additionally, the unfinished basement opens up exciting possibilities for customization, enabling you to create the perfect recreational space, home office, or storage area. A charming 1-bedroom, 1-bathroom carriage house adds to the allure of this estate, providing an ideal guest accommodation, a studio, or a rental opportunity. Two outbuildings and a workshop offer plenty of room to pursue your passions, whether it's woodworking, crafting, or storing your outdoor gear. Embrace the peaceful ambiance while savouring your morning coffee on the sun-soaked deck or hosting gatherings in the backyard. Despite the secluded feel, you'll find convenient access to all amenities and services in nearby Nanaimo. From shopping and dining to cultural events and recreation, the city is just a short drive away.","{'Property Tax': '$2,693 (2022)', 'Last Updated': 'Mon, July 31, 2023', 'MLS® #': '938646', 'Date Listed': 'Jul 28, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,213 SQFT', 'Rooms': '15', 'Heating': 'Baseboard, Oil', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Unfinished', 'Flooring': 'Mixed', 'Area': 'Nanaimo', 'Roof': 'Fibreglass Shingle', 'Sewer': 'Septic System', 'Parking Features': 'Driveway, Open, RV Access/Parking', 'Exterior Features': 'Balcony/Deck, Garden', 'Building Features': 'Basement'}"
"$549,900",2,2,"1,151","PL01-38 Front St, Nanaimo, BC, V9R 0B8","Beautiful Pacifica condo on the Plaza Level just a short walk to Swy-a-Lana and steps away to the downtown waterfront and the seawall. This 2 bedroom, 2 bath, 1151 sq ft condo offers a bright and open layout, with hardwood floors in the main living, a spacious kitchen with granite countertops  and an island offering extra counterspace and storage. Snuggle up and enjoy your cozy gas fireplace enhanced with a beautiful cement surround. Access to an expansive covered deck is located just off the living room. Enjoy your morning coffee here while breathing in the fresh ocean air and sit back and relax in this outdoor living space with plenty of room for outdoor furniture and planters. The generous primary bedroom has a spacious walk-in closet and a 4 piece ensuite. This fabulous condo is complete with in suite laundry, a storage locker, and a parking stall. Close to all downtown amenities, the Harbour air seaplanes and a short walk to the new Hullo ferry coming summer 2023!","{'Property Tax': '$3,531 (2023)', 'Last Updated': 'Fri, June 30, 2023', 'MLS® #': '933037', 'Date Listed': 'Jun 5, 2023', 'Property Type': 'Condo', 'Square Footage': '1,151 SQFT', 'Rooms': '8', 'Heating': 'Baseboard, Electric, Heat Recovery', 'Pet Policy': 'Caged Mammals, Cats OK, Dogs OK, Number Limit, Size Limit', 'Stories': '18', 'Area': 'Nanaimo', 'Sewer': 'Sewer Connected', 'Parking Features': 'Underground, Other', 'Fireplace Features': 'Gas'}"
"$449,900",0,0,Land,"4823 Whalley Way, Nanaimo, BC, V9V 1W5","Large versatile building lot in desirable Rocky Point, North Nanaimo. Fabulous ocean and mountain views from so many locations on this property. Seller will provide Geotech survey, Energy Advisor and plans upon request. Seller will also entertain potentially building a home for a prospective buyer. Price is plus GST.","{'Property Tax': '$2,028 (2021)', 'Last Updated': 'Sat, April 8, 2023', 'MLS® #': '928497', 'Date Listed': 'Apr 8, 2023', 'Property Type': 'Vacant Land', 'Rooms': '0', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Area': 'Nanaimo', 'Sewer': 'Sewer To Lot', 'Parking Features': 'Other'}"
